,RequestID,Boro,Yr,SegmentID,WktGeom,street,fromSt,toSt,Direction,Vol
2514,7208,Queens,2010,152960,POINT (1063706 213170),W/B 74 AVE @ 263 ST,263 ST,BEND,WB,21.06382978723404
2515,7209,Manhattan,2010,159165,POINT (986925.9 201264.8),E/B DELANCEY ST @ ALLEN ST,ALLEN ST,ALLEN ST,EB,277.3111243307555
2516,7210,Manhattan,2010,145260,POINT (987371.9 202639.8),E/B E HOUSTON ST @ ALLEN ST,ALLEN ST,ALLEN ST,EB,200.3425754775108
2517,7211,Manhattan,2010,159246,POINT (987008.1 201231.4),W/B DELANCEY ST @ ALLEN ST,ALLEN ST,ORCHARD ST,WB,361.7884278199883
2518,7212,Manhattan,2010,151600,POINT (987399.7 202626.5),W/B E HOUSTON ST @ ALLEN ST,ALLEN ST,ALLEN ST,WB,139.1070801638385
2519,7213,Queens,2010,157185,POINT (1044184.1 204690.1),E/B UNION TURNPIKE @ CHEVY CHASE ST,CHEVY CHASE ST,184 ST,EB,91.5263774912075
2520,7214,Staten Island,2010,137137,POINT (953350.5 167858.1),E/B HARVEST AVE @ BEMENT AVE,BEMENT AV,CONNECTOR,EB,16.398976982097185
2521,7215,Manhattan,2010,145698,POINT (989396.6 205539.5),W/B E 14 ST MAIN RD @ 1ST AVE,AVENUE A,BEND,WB,92.43150684931507
2522,7216,Manhattan,2010,145698,POINT (989396.6 205539.5),W/B E 14 ST (SERVICE RD) @ 1ST AVE,AVENUE A,BEND,WB,9.808219178082192
2523,7217,Manhattan,2010,145698,POINT (989396.6 205539.5),W/B E 14 ST (MAIN) @ 1ST AVE,AVENUE A,BEND,WB,47.93407960199005
2524,7218,Manhattan,2010,145698,POINT (989396.6 205539.5),W/B E 14 ST (SERVICE) @ 1ST AVE,AVENUE A,BEND,WB,8.651119402985074
2525,7219,Queens,2010,152681,POINT (1038382 208766.7),N/B 164 ST @ 59 AVE,HOR HARDING EXWY SR N,59 AV,NB,83.81937172774869
2526,7220,Queens,2010,155845,POINT (1038415.9 209403.1),S/B 164 ST @ 59 AVE,BOOTH MEMORIAL AV,59 AV,SB,77.171875
2527,7221,Brooklyn,2010,158340,POINT (1017182.1 186621.8),W/B ATLANTIC AVE @ SHEPHERD AVE (N LEG),BERRIMAN ST,SHEPHERD AV,WB,268.6279069767442
2528,7227,Bronx,2010,154954,POINT (1033840.9 255973.4),HUTCHINSON RIVER PKWY @ SHORE RD,HUTCHINSON RIVER PKWY,HUTCHINSON RIVER PKWY,NB,638.0417670682731
2529,7228,Bronx,2010,145597,POINT (1033667.8 255753.9),S/B HUTCHINSON RIVER PKWY @ BARTOW AVE,HUTCHINSON RIVER PKWY BR,HUTCH RIVER PKWY E,SB,454.01129943502826
2530,7229,Bronx,2010,148399,POINT (1024691.1 246209.8),E/B E TREMONT AVE @ BRONXDALE AVE,BRONXDALE AV/CASTLE HILL AV,BRONXDALE AV,EB,90.90104772991852
2531,7230,Bronx,2010,132869,POINT (1027388.3 246094.9),E/B E TREMONT AVE @ FRISBY AVE,BEND,BEND,EB,53.2
2532,7231,Bronx,2010,146775,POINT (1027432.2 246025.6),W/B E TREMONT AVE @ FRISBY AVE,FRISBY AV,FRISBY AVENUE,WB,56.51624129930394
2533,7232,Bronx,2010,132866,POINT (1027370.8 246068.7),W/B E TREMONT AVE @ ROBERTS AVE,BEND,FRISBY AV,WB,39.169851380042466
2534,7233,Bronx,2010,147365,POINT (1027362.9 246203.9),E/B WILLIAMSBRIDGE RD @ E TREMONT AVE,E TREMONT AV/ROBERTS AV,E TREMONT AV,EB,66.51945080091534
2535,7234,Bronx,2010,143248,POINT (1027899.6 241101.3),E/B UNIPORT BRIDGE @ BRUSH AVE,BRUCKNER BLVD,BODY OF WATER,EB,149.91491985203453
2536,7235,Bronx,2011,143247,POINT (1027876.5 241102.3),E/B UNIONPORT BRIDGE @ BRUSH AVE,BEND,BRUCKNER BLVD,EB,304.4798479087452
2537,7236,Bronx,2010,141215,POINT (1017269.5 243468.9),E/B E 174 ST BRIDGE @ BRONX RIVER AVE,AMTRAK RR,BODY OF WATER,EB,68.96004917025199
2538,7237,Bronx,2010,141216,POINT (1017014.7 243584.6),W/B E 174 ST BRIDGE @ BOONE AVE,E 174 ST/SHERIDAN EXWY,BODY OF WATER,WB,86.9465601965602
2539,7238,Bronx,2011,141212,POINT (1017525.8 243352.3),E/B E 174 ST BRIDGE @ BRONX RIVER AVE,E 174 ST BR,BRONX RIVER AV,EB,77.23269961977186
2540,7239,Bronx,2011,141215,POINT (1017269.5 243468.9),W/B E 174 ST BRIDGE @ BOONE AVE,AMTRAK RR,BODY OF WATER,WB,83.85171102661597
2541,7240,Brooklyn,2010,158213,POINT (986698 194621.3),E/B OLD FULTON ST APPRO BQE ENT@VINE ST,HENRY ST,PROSPECT ST/CADMAN PLZ W,EB,25.26832460732984
2542,7241,Queens,2010,145550,POINT (1023992.5 183468.3),E/B LINDEN BLVD (MAIN RD) @ 78 ST,SAPPHIRE ST,79 ST/S CONDUIT EN EB,EB,159.5247386759582
2543,7242,Queens,2010,145550,POINT (1023992.5 183468.3),E/B LINDEN BLVD (SERVICE RD) @ 78 ST,SAPPHIRE ST,79 ST/S CONDUIT EN EB,EB,39.12822299651568
2544,7243,Brooklyn,2010,144290,POINT (1003333.1 203814.6),E/B KOSCIUSZKO BRIDGE @ LIE,SCOTT AV,GARDNER AV,EB,489.7020766773163
2545,7244,Brooklyn,2010,154287,POINT (1003865.1 204368.1),E/B KOSCIUSZKO BRIDGE TO B.Q.E.,BOROUGH BOUNDARY,BODY OF WATER,EB,372.98800959232614
2546,7245,Brooklyn,2010,141100,POINT (1003761.7 204255.1),W/B KOSCIUSZKO BRIDGE TO B.Q.E.,BEND,THOMAS ST,WB,469.9704708699122
2547,7246,Brooklyn,2010,144289,POINT (1003035.1 203632.5),W/B KOSCIUSZKO BR EXIT TO MEEKER AVE,GARDNER AV,BROOKLYN QUEENS EXWY/STEWART AV,WB,288.5586592178771
2548,7247,Brooklyn,2010,152179,POINT (1012376.2 159435.5),E/B MILL BASIN BRIDGE @ ROCKAWAY PKWY,BELT PKWY,BODY OF WATER,EB,600.4373111782477
2549,7248,Brooklyn,2010,137327,POINT (1012404.5 159681.2),W/B MILL BASIN BRIDGE @ FLUSHING AVE,BELT PKWY,BEND,WB,562.8319517709118
2550,7249,Queens,2010,141027,POINT (1023031 177875),E/B SHORE PKWY(BELT PKWY) @ FOUNTAIN AVE,BOROUGH BOUNDARY,BODY OF WATER,EB,58.003432494279174
2551,7250,Brooklyn,2010,141027,POINT (1023031 177875),E/B SHORE PKWY(BELT PKWY) @ FOUNTAIN AVE,BOROUGH BOUNDARY,BODY OF WATER,EB,612.4996053670087
2552,7251,Queens,2010,141027,POINT (1023031 177875),W/B SHORE PKWY(BELT PKWY) @ FOUNTAIN AVE,BOROUGH BOUNDARY,BODY OF WATER,WB,571.684766214178
2553,7252,Brooklyn,2011,158058,POINT (993958.8 187447.4),E/B ATLANTIC AVE @ WASHINGTON AVE,UNDERHILL AV,CLINTON AV,EB,219.06986444212723
2554,7253,Brooklyn,2011,152426,POINT (994281.5 187357.5),W/B ATLANTIC AVE @ WASHINGTON AVE,WASHINGTON AV,GRAND AV,WB,228.6101871101871
2555,7254,Brooklyn,2010,157643,POINT (1021215.9 188138.2),E/B ATLANTIC AVE @ ELDERT LANE,GRANT AV,ELDERT LA,EB,101.07169253510718
2556,7255,Brooklyn,2010,158322,POINT (988116.6 151254.3),N/B CROPSEY AVE BRIDGE @ BAY 54 ST,CROPSEY AV/BAY 54 ST,BODY OF WATER,NB,188.25159744408947
2557,7256,Brooklyn,2010,157552,POINT (988167.1 151016.1),S/B CROPSEY AVE BRIDGE @ HART PLACE,CROPSEY AV,BODY OF WATER,SB,193.39889705882354
2558,7257,Brooklyn,2011,148116,POINT (994248.7 184086.5),E/B EASTERN PKWY @ WASHINGTON AVE,UNDERHILL AV,WASHINGTON AV,EB,161.0991649269311
2559,7258,Brooklyn,2010,158110,POINT (998975.9 202501.2),N/B MCGUINNESS BLVD @ DRIGGS AVE,DRIGGS AV/MC GUINNESS BLVD,BROOME ST,NB,156.6822237474262
2560,7259,Brooklyn,2010,158006,POINT (998508.5 203599.2),N/B MCGUINNESS BLVD @ NORMAN AVE,NASSAU AV,NORMAN AV,NB,161.39325068870522
2561,7260,Brooklyn,2010,158006,POINT (998508.5 203599.2),S/B MCGUINNESS BLVD @ NASSAU AVE,NASSAU AV,NORMAN AV,SB,209.55206149545774
2562,7261,Brooklyn,2010,150374,POINT (998881.3 202740.1),S/B MCGUINNESS BLVD @ DRIGGS AVE,DRIGGS AV/MC GUINNESS BLVD S,NASSAU AV,SB,161.88683127572017
2563,7262,Brooklyn,2010,157765,POINT (998244.6 204205),S/B MCGUINNESS BLVD @ NORMAN AVE,NORMAN AV,MESEROLE AV,SB,179.31013094417642
2564,7263,Brooklyn,2010,158288,POINT (997383.1 207354.8),S/B PULASKI BR @ EAGLE ST,CLAY ST,MC GUINNESS BLVD,SB,245.47058823529412
2565,7264,Brooklyn,2010,158288,POINT (997383.1 207354.8),S/B PULASKI BR @ EAGLE ST,CLAY ST,MC GUINNESS BLVD,SB,155.71037181996087
2566,7265,Brooklyn,2010,152522,POINT (1003747 199524.1),E/B METROPOLITAN AVE BR @ VARICK AVE,VARICK AV,STEWART AV,EB,121.55197421434328
2567,7266,Bronx,2010,154954,POINT (1033840.9 255973.4),HUTCHINSON RIVER PKWY @ SHORE RD,HUTCHINSON RIVER PKWY,HUTCHINSON RIVER PKWY,NB,638.0417670682731
2568,7267,Brooklyn,2010,157922,POINT (998730.9 203082.7),N/B MCGUINNESS BLVD @ NASSAU AVE,NASSAU AV,DRIGGS AV/MC GUINNESS BLVD S,NB,162.240972733972
2569,7269,Manhattan,2010,158672,POINT (987486 207935.5),N/B PARK AVE SOUTH @ E 19 ST,E 18 ST,E 19 ST,NB,181.9282700421941
2570,7270,Manhattan,2010,158836,POINT (987605.8 208148.1),S/B PARK AVE SOUTH @ E 18 ST,E 20 ST,E 19 ST,SB,128.97892518440463
2571,7271,Bronx,2010,138738,POINT (1002962.2 235868.7),E/B E 138 ST @ MADISON AVE BR,BOROUGH BOUNDARY,AMTRAK RR,EB,176.18361955085865
2572,7272,Bronx,2010,134042,POINT (1003245 235705.5),E/B E 138 ST(E LEG)@MAJOR DEEGAN EXPY SR,EXTERIOR ST/MADISON AV BRDG PED & BIKE PATH,MADISON AV BR APPR/MAJOR DEEGAN EXWY,EB,117.83157894736843
2573,7273,Bronx,2010,138736,POINT (1003302.9 235702.9),N/B MAJOR DEEGAN EXPWY S/R @ E 138 ST,E 138 ST,MDE SB EN GRAND CONC,NB,56.58398950131234
2574,7274,Bronx,2010,154699,POINT (1003257.6 235512.3),N/B MAJOR DEEGN EXPY S/R(N LEG)@E 138 ST,MDE SB EN GRAND CONC,E 138 ST,NB,119.26842105263158
2575,7275,Bronx,2010,69362,POINT (1003113.3 235760.9),W/B E 138 ST S/S (W LEG)@MADISON AVE BR,DEAD END,EXTERIOR ST/MADISON AV BRDG PED & BIKE PATH,WB,165.39762219286658
2576,7276,Bronx,2010,138728,POINT (1003272.5 235718.9),W/B E 138 ST N/S (W LEG)@MADISON AVE BR,MAJOR DEEGAN EXWY/MADISON AV BR APPR,MADISON AV BR APPR/MAJOR DEEGAN EXWY,WB,1.364953886693017
2577,7277,Manhattan,2010,140063,POINT (1003832.3 247357.6),E/B ALEXANDER HAMILTON BR N/S 2 LANES,BEND,BODY OF WATER,EB,518.3330427201395
2578,7278,Manhattan,2010,137403,POINT (1003483.4 247431.4),E/B ALEXANDER HAMILTON BR S/S 2 LANES,TRSMAN EXWY EN RP/CROSS BRONX EP EN RAMP,CROSS BRONX EP NB ET 1B,EB,284.02353966870095
2579,7279,Manhattan,2010,137403,POINT (1003483.4 247431.4),W/B ALEXANDER HAMILTON BR S/S 2 LANES,TRSMAN EXWY EN RP/CROSS BRONX EP EN RAMP,CROSS BRONX EP NB ET 1B,WB,489.49826086956523
2580,7280,Manhattan,2010,144206,POINT (1003766 247379.2),W/B ALEXANDER HAMILTON BR N/S 2 LANES,HARLEM RIVER DRIVE,BODY OF WATER,WB,452.6382608695652
2581,7281,Manhattan,2010,140064,POINT (1004013.5 247298.2),E/B ALEXANDER HAMILTON BR S/S 2 LANES,BOROUGH BOUNDARY,BEND,EB,233.76917945296864
2582,7282,Manhattan,2010,144204,POINT (1003117.6 247531),E/B ALEXANDER HAMILTON BR N/S 2 LANES,CROSS BRONX EP NB ET 1B,CROSS BRONX EXPY,EB,202.4489659773182
2583,7283,Manhattan,2010,144204,POINT (1003117.6 247531),W/B ALEXANDER HAMILTON BR N/S 2 LANES,CROSS BRONX EP NB ET 1B,CROSS BRONX EXPY,WB,438.85462842242504
2584,7284,Manhattan,2010,140063,POINT (1003832.3 247357.6),W/B ALEXANDER HAMILTON BR S/S 2 LANES,BEND,BODY OF WATER,WB,249.50195058517556
2585,7285,Manhattan,2010,154986,POINT (996341.5 215277.2),E/B QUEENSBORO BR SOUTH OUTER RDWY,ED KOCH QUEENSBORO BRG,ED KOCH QUEENSBORO BRG,EB,128.3112
2586,7286,Manhattan,2010,142576,POINT (986835.6 222195.5),S/B WEST SIDE HIGHWAY @ W 60 ST,CENSUS BOUNDARY,CENSUS BOUNDARY,SB,609.610703043022
2587,7287,Bronx,2010,154641,POINT (1003577.8 233612.9),S/B BRUCKNER BLVD RAMP TO 3 AVE BRIDGE,LINCOLN AV/3 AV BR,THIRD AVENUE BRIDGE BIKE PATH,SB,181.55919095776324
2588,7288,Manhattan,2010,158902,POINT (986765.1 201330.2),E/B DELANCEY ST @ ALLEN ST,ALLEN ST,ELDRIDGE ST,EB,267.544235924933
2589,7289,Manhattan,2010,158902,POINT (986765.1 201330.2),E/B DELANCEY ST @ ALLEN ST,ALLEN ST,ELDRIDGE ST,EB,297.9125
2590,7290,Manhattan,2010,158808,POINT (989240.6 219541.3),N/B BROADWAY @ W 61 ST,W 61 ST,W 60 ST,NB,147.46907706945765
2591,7291,Manhattan,2010,158808,POINT (989240.6 219541.3),S/B BROADWAY @ W 60 ST,W 61 ST,W 60 ST,SB,185.34377967711302
2592,7292,Manhattan,2010,151673,POINT (985087.1 196529),E/B BROOKLYN BRIDGE,BOROUGH BOUNDARY,BODY OF WATER,EB,138.6159420289855
2593,7293,Manhattan,2010,151673,POINT (985087.1 196529),E/B BROOKLYN BRIDGE,BOROUGH BOUNDARY,BODY OF WATER,EB,479.85679806918745
2594,7294,Manhattan,2010,137284,POINT (983680 197992.2),W/B BROOKLYN BRIDGE,PEARL ST,BK BR EN RP,WB,381.05056179775283
2595,7295,Manhattan,2010,137284,POINT (983680 197992.2),W/B BROOKLYN BRIDGE,PEARL ST,BK BR EN RP,WB,381.05056179775283
2596,7296,Manhattan,2010,146631,POINT (1002754.9 235876.5),E/B MADISON AVE BRIDGE TO BRONX,BOROUGH BOUNDARY,BODY OF WATER,EB,240.45756457564576
2597,7297,Manhattan,2010,146623,POINT (1002423.1 235868.3),W/B MADISON AVE BRIDGE TO MANHATTAN,HARLEM RIVER DR,HARLEM RIVER DR,WB,185.8507371007371
2598,7298,Manhattan,2010,155060,POINT (997510.9 214608.8),E/B QUEENSBORO BR SOUTH INNER RDWY,BOROUGH BOUNDARY,QUEENSBORO BR,EB,398.3885971492873
2599,7299,Manhattan,2010,155037,POINT (997133 214828.3),W/B QUEENSBORO BR NORTH INNER RDWY,EAST RD/BIKE PATH,BODY OF WATER,WB,377.62405446293496
2600,7300,Manhattan,2010,158679,POINT (990598.6 199749.9),E/B WILLIAMSBURG BR SOUTH OUTER RDWY,MANGIN ST,F D R DR,EB,383.00805152979063
2601,7301,Queens,2010,155079,POINT (995709.1 215642.4),W/B QUEENSBORO BR NORTH UPPER RDWY,F D R DR,ED KOCH QUEENSBORO BRG,WB,466.94144486692016
2602,7302,Manhattan,2010,138570,POINT (987283.4 207568.9),N/B UNION SQUARE EAST @ E 17 ST,E 17 ST/PARK AV S,E 16 ST,NB,174.18143459915612
2603,7303,Manhattan,2010,139527,POINT (987222.8 207464.9),S/B UNION SQUARE EAST @ E 16 ST,E 16 ST,E 17 ST/PARK AV S,SB,173.10537407797682
2604,7304,Manhattan,2010,158736,POINT (992835.8 217553.6),N/B PARK AVE @ E 61 ST,E 60 ST,E 61 ST,NB,199.45652173913044
2605,7305,Manhattan,2010,158736,POINT (992835.8 217553.6),S/B PARK AVE @ E 60 ST,E 60 ST,E 61 ST,SB,181.36389413988658
2606,7306,Manhattan,2010,133951,POINT (1004192.5 247814.2),E/B WASHINGTON BRIDGE TO BRONX,WASHINGTON BR,BODY OF WATER,EB,305.832504145937
2607,7307,Manhattan,2010,132886,POINT (1002757.8 237873.2),E/B 145 ST BRIDGE TO BRONX,BEND,145 ST BR,EB,127.11953173136168
2608,7308,Manhattan,2010,132891,POINT (1002492.8 237882.7),W/B 145 ST BRIDGE TO MANHATTAN,HARLEM RIVER DRIVE,HARLEM RIVER DR,WB,102.80049261083744
2609,7309,Queens,2010,139291,POINT (1030434.2 204810.4),S/B VAN WYCK ON/OFF RMP@69 RD/JEWEL AV,69 ROAD,BEND,SB,105.11530398322851
2610,7310,Queens,2010,155753,POINT (1059772 198391.1),E/B HEMPSTEAD AVE @ CITY LINE (NEAR CIP),CROSS IS PKWY,CROSS ISLAND PARKWAY,EB,209.60098522167488
2611,7311,Queens,2010,191393,POINT (1059811.3 198373.3),W/B HEMSTEAD AVE @ CITY LINE (NEAR CIP),CROSS IS PKWY,DEAD END,WB,175.3446153846154
2612,7312,Queens,2010,145550,POINT (1023992.5 183468.3),W/B LINDEN BLVD (MAIN RD) @ 78 ST,SAPPHIRE ST,79 ST/S CONDUIT EN EB,WB,184.20294943820224
2613,7313,Queens,2010,153369,POINT (1026646.1 208611.7),E/B LIE MAIN RD(3 LAN S SIDE)@CITY LINE,PEDESTRIAN OPAS,GRAND CENTRAL PKWY,EB,345.44894366197184
2614,7314,Queens,2010,153917,POINT (1028385.6 209707),E/B LIE MAIN RD(2 LAN N SIDE)@CITY LINE,BEND,MEADOW LK BRIDGE,EB,201.96350043975374
2615,7315,Queens,2010,142386,POINT (1022062.2 206791.5),E/B LIE MAIN RDY 2 LANE S SIDE@CITY LINE,JUNCTION BLVD,LIE EB EN JUNCTION BLVD,EB,184.20518207282913
2616,7316,Queens,2010,196510,POINT (1022706.4 207038.4),W/B LIE MAIN RDY 3 LANE S SIDE@CITY LINE,LIE EB EN JUNCTION BLVD,JUNCTION BLVD,WB,659.0112201963534
2617,7317,Queens,2010,190793,POINT (1000331.6 208690.3),E/B MIDTOWN HWY BR (LIE) @ VAN DAM ST,QN MIDTOWN EXWY,QN MIDTOWN EXWY,EB,341.99360511590726
2618,7318,Queens,2010,190794,POINT (1000428.3 208635.2),W/B MIDTOWN HWY BR (LIE) @ 21 ST,QN MIDTOWN EXWY,QN MIDTOWN EXWY,WB,347.5056
2619,7319,Queens,2010,153035,POINT (1028732.5 218303.9),N/B WHITESTONE EXPWY BRIDGE,WHITESTONE EXWY,WHITESTONE EXWY,NB,662.6080691642651
2620,7320,Queens,2010,153035,POINT (1028732.5 218303.9),S/B WHITESTONE EXPWY BRIDGE,WHITESTONE EXWY,WHITESTONE EXWY,SB,746.5266570605187
2621,7321,Queens,2010,155996,POINT (1029502.9 217164.5),E/B FLUSHING BRIDGE @ PRINCE ST,NORTHERN BLVD,NORTHERN BLVD,EB,214.60049170251997
2622,7322,Queens,2010,147124,POINT (1029382 217148.8),W/B FLUSHING BRIDGE @ VAN WYCK EXPWY RMP,NORTHERN BLVD,NORTHERN BLVD,WB,202.35380835380835
2623,7323,Queens,2011,147124,POINT (1029382 217148.8),E/B FLUSHING BRIDGE @ PRINCE ST,NORTHERN BLVD,NORTHERN BLVD,EB,239.316091954023
2624,7324,Queens,2011,147124,POINT (1029382 217148.8),E/B FLUSHING BRIDGE @ PRINCE ST,NORTHERN BLVD,NORTHERN BLVD,EB,168.55387783115992
2625,7325,Queens,2011,155996,POINT (1029502.9 217164.5),W/B FLUSHING BRIDGE@ VAN WYCK EXPWY RAMP,NORTHERN BLVD,NORTHERN BLVD,WB,271.65895953757223
2626,7326,Queens,2011,155996,POINT (1029502.9 217164.5),W/B FLUSHING BRIDGE@ VAN WYCK EXPWY RAMP,NORTHERN BLVD,NORTHERN BLVD,WB,174.79135209334248
2627,7327,Queens,2010,141362,POINT (1014624.3 190487),E/B JACKIE ROBINSON PKWY @ VERMONT PL,JRP EB EN VERMONT PL,VERMONT PL,EB,340.1250868658791
2628,7328,Queens,2010,141306,POINT (1014971.4 190886.9),W/B JACKIE ROBINSON PKWY @ MILLER AVE,PEDESTRIAN WAY,JRP EB EXIT 3,WB,282.7941585535466
2629,7329,Queens,2010,140308,POINT (1039309.5 200354.3),E/B GCP MAIN RDWY @ CITY LINE,168 ST,164 ST,EB,754.5157673440785
2630,7330,Queens,2010,140135,POINT (1022881.8 217212),E/B GCP S SERVICE RD @ CITY LINE,PEDESTRIAN OPAS,GCP EB EXIT 8,EB,68.24947589098532
2631,7331,Queens,2010,153234,POINT (1018158.2 220203.1),W/B GCP MAIN RDWY @ CITY LINE,GCP EB EN 94 ST,GCP EB EXIT 6,WB,693.8011204481793
2632,7332,Queens,2010,152392,POINT (1021446.3 188226.1),W/B ATLANTIC AVE @ ELDERT LANE,ELDERT LA,FORBELL ST,WB,116.39320029563932
2633,7333,Queens,2010,156016,POINT (1030221.9 173014.3),N/B NORTH CHANNEL BRIDGE @ 165 AVE,CROSS BAY BLVD,CROSS BAY BLVD,NB,119.31446153846154
2634,7334,Queens,2010,155558,POINT (1029739.9 174196.3),S/B NORTH CHANNEL BRIDGE @ 1ST ROAD,CROSS BAY BLVD,CROSS BAY BLVD,SB,113.13661538461538
2635,7335,Queens,2010,140550,POINT (1051460.4 212287.1),E/B LIE SERVICE ROAD @ CITY LINE,SPRINGFIELD BLVD,LIE EB EXIT 29,EB,41.1248097412481
2636,7336,Queens,2010,140550,POINT (1051460.4 212287.1),E/B LIE SERVICE ROAD @ CITY LINE,SPRINGFIELD BLVD,LIE EB EXIT 29,EB,41.43944636678201
2637,7337,Queens,2010,138252,POINT (1036139.4 208438.9),W/B LIE SERVICE ROAD @ CITY LINE,KISSENA BLVD,PEDESTRIAN OPAS,WB,45.7284681130835
2638,7338,Queens,2010,157039,POINT (1065145.1 204561),E/B JAMAICA AVE@GARFIELD AVE (CITY LINE),256 ST,257 ST,EB,130.61029411764707
2639,7339,Queens,2010,157039,POINT (1065145.1 204561),W/B JAMAICA AVE @ 256 ST (CITY LINE),256 ST,257 ST,WB,130.5908564814815
2640,7340,Queens,2010,146375,POINT (1066860.8 213505.9),E/B UNION TPKE@ LAKEVILLE RD (CITY LINE),LANGDALE ST,DEAD END,EB,73.07536636427076
2641,7341,Queens,2010,146375,POINT (1066860.8 213505.9),W/B UNION TPKE@ LAKEVILLE RD (CITY LINE),LANGDALE ST,DEAD END,WB,103.92533147243545
2642,7342,Queens,2011,146375,POINT (1066860.8 213505.9),E/B UNION TPKE @ LAKEVILLE RD,LANGDALE ST,DEAD END,EB,49.07821229050279
2643,7343,Queens,2011,146375,POINT (1066860.8 213505.9),E/B UNION TPKE @ LAKEVILLE RD,LANGDALE ST,DEAD END,EB,64.43810178817057
2644,7344,Queens,2011,146370,POINT (1066554.2 213295),W/B UNION TPKE @ 271 ST,271 ST,271 ST,WB,89.69101123595506
2645,7345,Queens,2011,146370,POINT (1066554.2 213295),W/B UNION TPKE @ 271 ST,271 ST,271 ST,WB,92.75463917525774
2646,7346,Queens,2010,149157,POINT (1059677.4 184986),E/B MERRICK BLVD@HOOK CREEK BLVD(C LINE),244 ST,HOOK CREEK BLVD,EB,85.44662576687116
2647,7347,Queens,2010,157310,POINT (1058799.4 184883.7),W/B MERRICK BLVD @ 243 ST (CITY LINE),242 ST,243 ST,WB,39.68155452436195
2648,7348,Queens,2010,156095,POINT (1059170.9 184964.7),W/B MERRICK BLVD @ 243 ST (CITY LINE),244 ST,243 ST,WB,242.68965517241378
2649,7454,Manhattan,2009,158623,POINT (1000711.2 235992.8),N/B LENOX AVE @ W 135 ST,W 135 ST,W 136 ST,NB,122.37807606263982
2650,7455,Manhattan,2009,154784,POINT (1003480.1 233919.6),W/B 3 AVE BR. @ BRUCKNER BLVD RAMP,E 134 ST,BRUCKNER BLVD/THIRD AVENUE BRIDGE BIKE PATH,WB,378.1523750771129
2651,7456,Manhattan,2009,159173,POINT (997522.8 214625.8),E/B QBB SOUTH OUTER ROADWAY,QUEENSBORO BR,QUEENSBORO BR,EB,136.73903345724906
2652,7457,Brooklyn,2008,157643,POINT (1021215.9 188138.2),E/B ATLANTIC AVENUE @ ELDERT LANE,GRANT AV,ELDERT LA,EB,105.4921230307577
2653,7458,Brooklyn,2008,137327,POINT (1012404.5 159681.2),E/B MILL BASIN BRIDGE @ BELT PKWY,BELT PKWY,BEND,EB,2257.2759381898454
2654,7459,Brooklyn,2008,51124,POINT (1023986.8 183496.9),E/B LINDEN BLVD MAIN RD @ 78 ST,79 ST,SAPPHIRE ST,EB,175.48315140009493
2655,7460,Brooklyn,2008,145550,POINT (1023992.5 183468.3),E/B LINDEN BLVD SVCE RD @ 78 ST,SAPPHIRE ST,79 ST/S CONDUIT EN EB,EB,33.82431149097816
2656,7461,Bronx,2008,141255,POINT (1016529.6 243835.9),W/B EAST 174 STREET BRIDGE @ BOONE AVE,BOONE AV,W FARMS RD,WB,303.20365535248044
2657,7462,Bronx,2008,139438,POINT (1017098.6 239243.9),W/B EASTERN BLVD BRIDGE@BRONX RIVER AVE,CENSUS BOUNDARY,BRONX RIVER AVENUE,WB,419.67035398230087
2658,7463,Bronx,2008,190807,POINT (1031782.6 253001.9),N/B HUTCHINSON RIVER PKWY @ ENGLAND,NEW ENGLAND THRWY,NEW ENGLAND THRWY,NB,472.8154555940023
2659,7464,Bronx,2008,154955,POINT (1033736.9 255843),N/B HUTCHINSON RIVER PKWY BRIDGE,HUTCHINSON RIVER PKWY,HUTCHINSON RIVER PKWY,NB,426.02190201729104
2660,7465,Manhattan,2009,136811,POINT (995814.8 215897.4),S/B WESTSIDE HWY @ W 60 ST,FDR DR NB EXIT 12/E 60 STREET PEDESTRIAN OPAS,BEND,SB,402.177281680893
2661,7466,Bronx,2010,146574,POINT (1032989.5 262778.8),N/B EASTCHESTER BRIDGE @ ROPES AVE,BOSTON RD,BOSTON RD,NB,80.70216130732736
2662,7467,Bronx,2010,146575,POINT (1032944.6 262743.4),S/B EASTCHESTER BRIDGE @ NOELL AVE,BOSTON RD,BOSTON RD,SB,110.07576747224037
2663,7468,Bronx,2010,146683,POINT (1034010.7 263549.9),BOSTON RD @ ROPES AVE (CITY LINE),ROPES AV,ROPES AVENUE,NB,122.45602948920485
2664,7469,Bronx,2010,146687,POINT (1033774.3 263339.7),BOSTON RD @ MCOWEN AVE (CITY LINE),MC OWEN AV,HUGUENOT AV,SB,121.54153522607781
2665,7470,Bronx,2010,141152,POINT (1038246.3 262194),N/B NEW ENGLAND THRUWAY @ CITY LINE,CONNECTOR,DEAD END,NB,406.664162283997
2666,7471,Bronx,2008,134798,POINT (1016148.8 239076.1),W/B EASTERN BLVD BRIDGE@BRONX RIVER AVE,BRUCKNER EXWY,BODY OF WATER,WB,523.6225433526012
2667,7472,Bronx,2010,135226,POINT (1016019.1 238995.1),E/B BRUCKNER EXPWY MAIN @ BRONX RIVR AVE,BRE EB EN BRYANT AV,EASTERN BLVD BR,EB,708.0359712230215
